,token,ocurrences
6212,nuvens,"[[32, 1]]"
6213,oitenta,"[[32, 1], [60, 1], [124, 1], [140, 1], [176, 1], [189, 1]]"
6214,oligopólios,"[[32, 1], [211, 1]]"
6215,otimistas,"[[32, 1], [107, 1], [138, 1]]"
6216,pauta,"[[32, 1], [37, 2], [210, 1], [213, 1], [217, 1], [220, 1], [221, 1], [235, 1], [248, 1]]"
6217,pecar,"[[32, 1]]"
6218,permitam,"[[32, 1], [42, 1], [134, 1], [189, 1], [217, 1]]"
6219,piora,"[[32, 1], [108, 1]]"
6220,prejudicada,"[[32, 1], [129, 1], [143, 1]]"
6221,preparada,"[[32, 1], [79, 1], [108, 1], [197, 1], [201, 1], [204, 1], [239, 1], [248, 1]]"
6222,preços,"[[32, 1], [34, 2], [86, 1], [94, 1], [96, 2], [124, 1], [130, 1], [132, 1], [139, 1]]"
6223,prioritários,"[[32, 1], [222, 1]]"
6224,produtividade,"[[32, 1], [108, 1], [144, 1]]"
6225,prognósticos,"[[32, 1], [196, 1]]"
6226,reacomodar,"[[32, 1]]"
6227,recepção,"[[32, 1], [42, 2], [108, 1], [197, 1]]"
6228,redação,"[[32, 1], [59, 2], [75, 1], [79, 2], [149, 1], [224, 1]]"
6229,reestruturar,"[[32, 1], [142, 1], [152, 1]]"
6230,regional,"[[32, 1], [63, 3], [70, 1], [102, 3], [202, 1], [206, 1], [217, 4], [226, 1]]"
6231,regiões,"[[32, 1], [33, 1], [34, 1], [217, 3], [239, 1], [245, 1]]"
6232,relativamente,"[[32, 1], [65, 1], [123, 1], [139, 1], [143, 1]]"
6233,respeitados,"[[32, 1], [153, 1]]"
6234,retroalimentam,"[[32, 1]]"
6235,reúnem,"[[32, 1], [125, 1], [149, 1], [238, 1]]"
6236,rompendo,"[[32, 1], [34, 1], [173, 1]]"
6237,rumos,"[[32, 1], [96, 1]]"
6238,salada,"[[32, 1]]"
6239,simultaneamente,"[[32, 1], [168, 1], [198, 1]]"
6240,sincronização,"[[32, 1]]"
6241,solucionar,"[[32, 1], [151, 1]]"
6242,sucedê,"[[32, 1]]"
6243,sustentáveis,"[[32, 1], [137, 3]]"
6244,tecnologias,"[[32, 1], [167, 1], [211, 2], [239, 1]]"
6245,teorias,"[[32, 1], [163, 9]]"
6246,tolerar,"[[32, 1], [77, 1]]"
6247,trabalhista,"[[32, 1], [36, 1], [90, 2], [91, 2], [98, 1], [107, 5], [125, 4], [152, 1], [168, 1]]"
6248,tranquiliza,"[[32, 1]]"
6249,tributárias,"[[32, 1], [106, 1]]"
6250,trimestre,"[[32, 1], [96, 1], [127, 7], [132, 1], [139, 1], [196, 1], [222, 1]]"
6251,truncados,"[[32, 1]]"
6252,trágicas,"[[32, 1], [40, 1]]"
6253,túnel,"[[32, 2]]"
6254,unicamente,"[[32, 1], [130, 1], [152, 1], [167, 1]]"
6255,vago,"[[32, 1], [233, 1]]"
6256,vemos,"[[32, 1], [98, 1], [138, 3], [173, 1], [199, 1], [248, 1]]"
6257,venezuelano,"[[32, 1], [60, 1], [65, 1], [88, 1], [97, 2], [150, 1], [247, 1]]"
6258,vimos,"[[32, 2], [41, 1], [65, 1], [129, 2], [138, 1], [157, 2]]"
6259,virá,"[[32, 1], [166, 2], [237, 1]]"
6260,voltará,"[[32, 1], [93, 1], [152, 1], [176, 1], [178, 1]]"
6261,vulnerabilidade,"[[32, 1], [125, 1], [148, 1], [179, 1], [203, 2], [217, 1]]"
6262,washington,"[[32, 1], [63, 1], [69, 1], [77, 2], [83, 1], [135, 1], [143, 1], [144, 1], [145, 1], [181, 1], [198, 2], [245, 2], [246, 1]]"
6263,werner,"[[32, 2]]"
6264,ágil,"[[32, 1], [107, 1]]"
6265,abandoná,"[[33, 1], [182, 1]]"
6266,acolhe,"[[33, 1]]"
6267,adequem,"[[33, 1]]"
6268,ajudá,"[[33, 1], [69, 1], [157, 1]]"
6269,alterem,"[[33, 1]]"
6270,alvez,"[[33, 1]]"
6271,ambíguo,"[[33, 1], [185, 1]]"
6272,anterioridade,"[[33, 1]]"
6273,apatia,"[[33, 1], [166, 4]]"
6274,assolam,"[[33, 1]]"
6275,biografias,"[[33, 1], [63, 1]]"
6276,brown,"[[33, 1], [107, 1], [146, 1], [161, 1], [197, 1]]"
6277,camadas,"[[33, 1], [248, 1]]"
6278,caribe,"[[33, 1], [123, 1], [146, 1], [161, 1]]"
6279,carrega,"[[33, 1], [41, 1], [152, 1], [238, 2]]"
6280,cegas,"[[33, 1], [244, 1]]"
6281,classistas,"[[33, 1]]"
6282,começaríamos,"[[33, 1]]"
6283,compartilharem,"[[33, 1], [185, 2]]"
6284,complexificam,"[[33, 1]]"
6285,compor,"[[33, 1], [66, 1], [158, 1], [177, 1]]"
6286,conforta,"[[33, 1], [178, 1]]"
6287,confortar,"[[33, 1]]"
6288,conhecemos,"[[33, 1], [141, 2], [153, 1]]"
6289,conivente,"[[33, 1], [151, 1]]"
6290,consolidação,"[[33, 1]]"
6291,convite,"[[33, 1], [93, 1]]"
6292,cúmplice,"[[33, 1], [112, 1]]"
6293,decidimos,"[[33, 1]]"
6294,deficientes,"[[33, 1], [240, 1]]"
6295,deficiência,"[[33, 3], [161, 3], [195, 1], [240, 1]]"
6296,delicadeza,"[[33, 1]]"
6297,dentre,"[[33, 1], [155, 2], [223, 1]]"
6298,desamparada,"[[33, 1]]"
6299,desamparo,"[[33, 2], [146, 1]]"
6300,desconhece,"[[33, 1], [34, 1], [149, 1]]"
6301,descriminalização,"[[33, 1], [146, 1]]"
6302,devam,"[[33, 1]]"
6303,dever,"[[33, 2], [82, 1], [102, 1], [161, 1], [164, 1], [173, 2], [211, 1], [223, 1]]"
6304,digna,"[[33, 1], [45, 1], [179, 1], [181, 1], [195, 1]]"
6305,distantes,"[[33, 1], [76, 1], [108, 1], [151, 1]]"
6306,escuta,"[[33, 1], [180, 1], [214, 1], [221, 1]]"
6307,esferas,"[[33, 1], [92, 1], [210, 1], [248, 1]]"
6308,espoliação,"[[33, 1]]"
6309,existencial,"[[33, 1], [69, 1], [108, 1]]"
6310,existência,"[[33, 1], [46, 1], [63, 1], [104, 1], [143, 1], [157, 1], [171, 1], [182, 1], [224, 2]]"
6311,experimentadas,"[[33, 1]]"
6312,federation,"[[33, 1], [146, 1], [161, 1]]"
6313,fragilidade,"[[33, 1], [84, 1], [87, 1], [111, 1], [121, 1], [138, 1], [166, 1], [210, 1]]"
6314,fórmula,"[[33, 1], [130, 1], [195, 1]]"
6315,garantidos,"[[33, 1]]"
6316,gayatri,"[[33, 1]]"
6317,governamentais,"[[33, 1], [70, 1], [96, 1], [163, 1], [165, 1]]"
6318,haiti,"[[33, 1]]"
6319,hemisphere,"[[33, 1]]"
6320,herdados,"[[33, 1]]"
6321,humanitárias,"[[33, 1], [179, 1]]"
6322,identificações,"[[33, 1]]"
6323,imediatas,"[[33, 1]]"
6324,impostas,"[[33, 1], [64, 1], [82, 1]]"
6325,injusta,"[[33, 1]]"
6326,injustiças,"[[33, 1], [93, 1]]"
6327,international,"[[33, 1], [146, 1], [161, 1], [242, 1]]"
6328,inundaram,"[[33, 1]]"
6329,involuntário,"[[33, 2], [119, 1], [123, 1]]"
6330,latinas,"[[33, 2]]"
6331,menina,"[[33, 7], [146, 1], [151, 1], [154, 1], [174, 1], [198, 1]]"
6332,meninas,"[[33, 2], [109, 1], [110, 1], [146, 6], [161, 1], [179, 1]]"
6333,migrantes,"[[33, 1], [163, 1]]"
6334,multiplicidade,"[[33, 1]]"
6335,nomadismo,"[[33, 3]]"
6336,originárias,"[[33, 1]]"
6337,ouvidas,"[[33, 1], [43, 1]]"
6338,ouvir,"[[33, 2], [57, 1], [65, 1], [180, 1], [216, 3], [231, 1], [235, 1], [249, 1]]"
6339,parenthood,"[[33, 1], [146, 1], [161, 1]]"
6340,patriarcais,"[[33, 1]]"
6341,planned,"[[33, 1], [146, 1], [161, 1]]"
6342,poderíamos,"[[33, 1], [89, 3], [184, 1], [208, 1], [217, 1]]"
6343,populações,"[[33, 1], [78, 1], [194, 1], [217, 1]]"
6344,privilégios,"[[33, 2], [37, 1], [140, 2], [150, 1], [151, 1], [152, 1], [248, 1]]"
6345,protegidos,"[[33, 1], [34, 2]]"
6346,pêndulo,"[[33, 1]]"
6347,racistas,"[[33, 1], [92, 5], [122, 2]]"
6348,reclame,"[[33, 1], [159, 1]]"
6349,reconhecendo,"[[33, 1], [42, 1], [65, 1], [73, 1], [239, 1]]"
6350,reconhecer,"[[33, 1], [57, 1], [60, 1], [151, 1], [175, 1], [198, 1], [206, 1]]"
6351,regimes,"[[33, 1], [208, 1], [224, 1]]"
6352,representatividade,"[[33, 1]]"
6353,represente,"[[33, 1]]"
6354,respondendo,"[[33, 1], [197, 1], [245, 1]]"
6355,rica,"[[33, 1], [133, 1], [145, 1]]"
6356,rituais,"[[33, 4], [154, 1]]"
6357,rurais,"[[33, 1], [96, 1], [151, 2], [240, 1]]"
6358,sequência,"[[33, 1], [60, 1], [88, 1], [121, 2], [127, 1], [182, 1], [230, 1], [232, 1]]"
6359,silenciar,"[[33, 1], [79, 1], [95, 1], [173, 1]]"
6360,silencie,"[[33, 1]]"
6361,spivak,"[[33, 1]]"
6362,subalternizadas,"[[33, 1]]"
6363,subalterno,"[[33, 1]]"
6364,surdas,"[[33, 1], [213, 1]]"
6365,tranquilidade,"[[33, 1], [47, 1], [56, 1], [63, 1], [87, 1], [145, 1], [200, 1]]"
6366,university,"[[33, 1], [146, 1]]"
6367,vividas,"[[33, 1]]"
6368,vozes,"[[33, 1], [59, 1], [80, 1], [114, 1], [130, 1], [135, 1], [173, 1], [183, 1], [197, 1], [243, 1]]"
6369,vulnerabilidades,"[[33, 2]]"
6370,vulneráveis,"[[33, 1], [161, 1], [179, 1], [203, 2], [239, 1]]"
6371,western,"[[33, 1]]"
6372,étnica,"[[33, 1], [89, 1], [110, 1]]"
6373,únicas,"[[33, 1], [104, 1], [105, 1], [158, 1], [207, 1]]"
6374,acabarão,"[[34, 1]]"
6375,acontecendo,"[[34, 1], [58, 1], [97, 1], [202, 1], [217, 1], [230, 1]]"
6376,afete,"[[34, 1], [248, 1]]"
6377,ajudará,"[[34, 1]]"
6378,alarmante,"[[34, 1], [179, 1]]"
6379,ali,"[[34, 1], [42, 1], [65, 1], [107, 1], [118, 1], [151, 2], [152, 1], [164, 1], [196, 1], [197, 1], [211, 1], [216, 3], [238, 2], [243, 1], [244, 2], [249, 1]]"
6380,aprecia,"[[34, 1], [152, 1]]"
6381,arthur,"[[34, 1], [76, 1], [121, 1], [137, 1], [226, 3], [235, 1]]"
6382,articule,"[[34, 1]]"
6383,ashford,"[[34, 1]]"
6384,atadas,"[[34, 1], [166, 1]]"
6385,aumentaram,"[[34, 1], [96, 1], [127, 1]]"
6386,bancárias,"[[34, 1], [106, 1], [206, 1], [207, 1], [241, 1]]"
6387,basicamente,"[[34, 1], [45, 1], [84, 1], [86, 1], [122, 1], [173, 1], [211, 1]]"
6388,baviera,"[[34, 1], [163, 1], [181, 1]]"
6389,brinde,"[[34, 1]]"
6390,buscava,"[[34, 1], [90, 1], [146, 1]]"
6391,cambridge,"[[34, 1], [158, 1], [210, 1]]"
6392,causas,"[[34, 1], [76, 1], [95, 1], [153, 4], [169, 1], [178, 1], [197, 1], [217, 1]]"
6393,cidadão,"[[34, 1], [66, 1], [92, 1], [124, 1], [166, 1], [204, 1], [228, 1], [233, 1], [242, 1]]"
6394,ciente,"[[34, 1], [45, 1], [119, 1], [125, 1]]"
6395,columbia,"[[34, 1], [80, 1], [110, 1]]"
6396,completamente,"[[34, 1], [41, 1], [47, 1], [69, 2], [70, 1], [79, 1], [103, 1], [125, 1], [151, 1], [153, 1], [181, 1], [184, 2], [211, 1], [221, 1], [222, 1], [242, 1]]"
6397,concede,"[[34, 1], [229, 1]]"
6398,conectada,"[[34, 1]]"
6399,conhecimentos,"[[34, 1], [204, 1]]"
6400,contribuíram,"[[34, 1], [147, 1], [173, 1], [223, 1]]"
6401,contá,"[[34, 1], [146, 1]]"
6402,convencido,"[[34, 1], [63, 1], [96, 1], [124, 1], [198, 1]]"
6403,costuma,"[[34, 1], [60, 1], [65, 1], [93, 1], [96, 1], [103, 1], [189, 1], [217, 1], [225, 1]]"
6404,crises,"[[34, 1], [80, 1], [107, 1], [129, 4], [138, 2], [143, 1], [179, 1], [210, 2]]"
6405,crédito,"[[34, 1], [79, 1], [96, 1], [124, 1], [128, 2], [142, 1]]"
6406,cuidadosamente,"[[34, 1], [118, 1], [243, 1]]"
6407,curiosidade,"[[34, 1], [109, 1], [152, 1], [180, 1], [230, 1]]"
6408,del,"[[34, 1], [45, 3], [65, 1], [92, 1], [114, 1], [121, 1], [193, 1], [195, 5]]"
6409,demonstrando,"[[34, 1], [41, 1], [171, 1]]"
6410,dependesse,"[[34, 1], [173, 1]]"
6411,desencadeadas,"[[34, 1], [162, 1]]"
6412,desencadeia,"[[34, 1], [91, 1]]"
6413,desencadeou,"[[34, 1], [46, 1], [135, 1], [247, 1]]"
6414,desenvolveu,"[[34, 1], [184, 1]]"
6415,despenteado,"[[34, 1]]"
6416,detalhando,"[[34, 1]]"
6417,devemos,"[[34, 2], [59, 1], [92, 1], [147, 1], [153, 1], [155, 2], [161, 1], [166, 1], [188, 1], [211, 1], [248, 1]]"
6418,divididos,"[[34, 1], [69, 1]]"
6419,doutorado,"[[34, 1], [89, 1]]"
6420,duração,"[[34, 1], [36, 2], [123, 6], [186, 1], [218, 1], [232, 1]]"
6421,efeito,"[[34, 1], [36, 1], [37, 2], [46, 1], [78, 2], [88, 1], [132, 1], [138, 1], [152, 1], [197, 1], [208, 1], [210, 1], [211, 2], [214, 2], [218, 1], [220, 1]]"
6422,eleva,"[[34, 1]]"
6423,entenda,"[[34, 1]]"
6424,entendessem,"[[34, 1], [190, 1]]"
6425,entidades,"[[34, 1], [117, 1], [124, 1], [242, 1]]"
6426,enviassem,"[[34, 1]]"
6427,escolhemos,"[[34, 1]]"
6428,espiões,"[[34, 1], [65, 2]]"
6429,estabilidade,"[[34, 2], [84, 1], [87, 1], [143, 1], [150, 1], [162, 1], [168, 1], [197, 1], [210, 3]]"
6430,estudo,"[[34, 1], [36, 2], [87, 1], [108, 1], [133, 1], [161, 4], [163, 1], [179, 1], [181, 1], [194, 2], [203, 5], [211, 1], [217, 2], [219, 1], [220, 1], [239, 1]]"
6431,eufemismo,"[[34, 1]]"
6432,europeu,"[[34, 3], [51, 1], [54, 3], [55, 3], [57, 1], [69, 1], [71, 1], [74, 1], [90, 2], [91, 1], [107, 5], [125, 2], [129, 1], [137, 2], [152, 1], [167, 1], [185, 3], [194, 1], [248, 1]]"
6433,europeus,"[[34, 3], [78, 1], [89, 1], [90, 1], [129, 1], [188, 2], [245, 1]]"
6434,experimentando,"[[34, 1]]"
6435,falavam,"[[34, 1], [59, 1], [165, 1]]"
6436,falência,"[[34, 1], [40, 3], [223, 1]]"
6437,faria,"[[34, 1], [45, 1], [149, 1], [157, 1], [166, 2], [181, 1], [223, 1], [244, 1]]"
6438,fed,"[[34, 1]]"
6439,filtrar,"[[34, 1]]"
6440,financeiramente,"[[34, 1], [47, 2], [69, 1], [178, 1]]"
6441,formação,"[[34, 1], [47, 1], [65, 1], [76, 2], [84, 1], [93, 1], [99, 1], [102, 4], [107, 3], [108, 1], [126, 1], [127, 2], [133, 1], [143, 1], [155, 1], [177, 1], [201, 1], [210, 1], [239, 1], [242, 1]]"
6442,funcionam,"[[34, 2], [70, 1], [130, 1]]"
6443,funcione,"[[34, 3]]"
6444,ganhando,"[[34, 1], [49, 2], [58, 1], [123, 1], [133, 1], [157, 1], [197, 1], [217, 1]]"
6445,genealógica,"[[34, 1]]"
6446,gravata,"[[34, 1], [189, 1]]"
6447,henry,"[[34, 1], [198, 1]]"
6448,igualmente,"[[34, 1], [46, 1], [92, 1], [149, 1], [154, 1], [161, 1], [165, 1]]"
6449,imobiliário,"[[34, 1], [125, 1], [135, 1]]"
6450,incomodado,"[[34, 1], [116, 1]]"
6451,incrível,"[[34, 2], [45, 1], [58, 1], [69, 2], [109, 1], [198, 1]]"
6452,influenciou,"[[34, 1], [105, 1]]"
6453,iniciou,"[[34, 1], [55, 1], [188, 1]]"
6454,inter,"[[34, 1], [120, 1]]"
6455,interdependência,"[[34, 1]]"
6456,interessa,"[[34, 1], [42, 1], [69, 2], [155, 2], [165, 1]]"
6457,kgb,"[[34, 1], [69, 1]]"
6458,lançadas,"[[34, 1], [95, 1]]"
6459,lecionou,"[[34, 1], [129, 1]]"
6460,liam,"[[34, 1]]"
6461,liga,"[[34, 1], [44, 1], [45, 1], [49, 3], [56, 1], [69, 6], [163, 1]]"
6462,liquidez,"[[34, 2], [40, 1], [96, 1]]"
6463,london,"[[34, 1]]"
6464,macroeconomia,"[[34, 1]]"
6465,mapa,"[[34, 1], [65, 2], [89, 1], [151, 1], [222, 1]]"
6466,mencionar,"[[34, 1], [196, 1], [223, 1]]"
6467,mergulha,"[[34, 1]]"
6468,modula,"[[34, 1]]"
6469,moeda,"[[34, 3], [65, 1], [87, 1], [96, 1], [129, 1], [218, 1], [228, 1]]"
6470,monotonia,"[[34, 1]]"
6471,múndi,"[[34, 1]]"
6472,observando,"[[34, 1], [110, 1]]"
6473,organiza,"[[34, 1]]"
6474,oxford,"[[34, 1]]"
6475,pediu,"[[34, 1], [63, 1], [75, 1], [82, 1], [91, 1], [100, 1], [115, 1], [175, 1], [177, 1], [195, 2], [196, 1], [205, 1], [225, 3], [249, 1]]"
6476,perderiam,"[[34, 1]]"
6477,permanece,"[[34, 1], [83, 1], [147, 1], [150, 1], [217, 1], [225, 1], [227, 1]]"
6478,perto,"[[34, 1], [56, 1], [69, 2], [108, 2], [143, 1], [146, 1], [158, 1], [184, 1], [204, 1], [217, 1], [230, 1], [249, 1]]"
6479,pino,"[[34, 1]]"
6480,podres,"[[34, 1]]"
6481,prestigiosa,"[[34, 1]]"
6482,profundidade,"[[34, 1], [37, 1], [114, 1], [138, 1], [189, 1], [195, 1]]"
6483,publicados,"[[34, 1], [123, 1], [193, 1], [194, 1], [211, 1]]"
6484,qualificação,"[[34, 1], [125, 1], [142, 2], [148, 1], [232, 1]]"
6485,quebrar,"[[34, 2], [105, 1], [120, 1], [129, 1]]"
6486,querer,"[[34, 1], [110, 1], [151, 1], [156, 1], [158, 1], [159, 1], [164, 1], [206, 1]]"
6487,rafael,"[[34, 1], [63, 1], [169, 1], [173, 1], [175, 1], [193, 1], [212, 6]]"
6488,rebote,"[[34, 1], [74, 1], [116, 1]]"
6489,reconhecesse,"[[34, 1]]"
6490,reconhecê,"[[34, 1]]"
6491,recrutador,"[[34, 1]]"
6492,reguladores,"[[34, 2], [134, 1]]"
6493,regulamentações,"[[34, 1], [163, 1]]"
6494,relacionamos,"[[34, 1]]"
6495,restringiu,"[[34, 1]]"
6496,saberemos,"[[34, 1]]"
6497,school,"[[34, 1], [110, 4], [135, 1]]"
6498,scott,"[[34, 1], [184, 8], [196, 1], [210, 1]]"
6499,sirva,"[[34, 1], [109, 1], [156, 1]]"
6500,sismógrafo,"[[34, 1]]"
6501,solicitado,"[[34, 1], [41, 1], [206, 1]]"
6502,subestimar,"[[34, 1]]"
6503,tecnicamente,"[[34, 1], [73, 1]]"
6504,temperando,"[[34, 1]]"
6505,tensas,"[[34, 1], [63, 1]]"
6506,terno,"[[34, 1], [129, 1], [189, 1]]"
6507,testes,"[[34, 1], [121, 1], [132, 1]]"
6508,toma,"[[34, 1], [112, 1]]"
6509,tooze,"[[34, 3]]"
6510,torneira,"[[34, 1]]"
6511,tranquilos,"[[34, 1]]"
6512,trazem,"[[34, 2], [94, 1], [176, 1], [247, 1]]"
6513,trilhões,"[[34, 2], [111, 1], [142, 2], [144, 1]]"
6514,wynn,"[[34, 1]]"
6515,árvore,"[[34, 1]]"
6516,atacante,"[[35, 1], [38, 1], [45, 2], [56, 1], [57, 3], [121, 1], [122, 1]]"
6517,barça,"[[35, 1], [44, 1], [45, 2], [53, 1], [54, 3], [57, 3], [67, 1], [68, 3]]"
6518,confirmados,"[[35, 1]]"
6519,dembele,"[[35, 1], [53, 2], [67, 2], [68, 1]]"
6520,esporte,"[[35, 1], [43, 4], [47, 1], [56, 1], [72, 1], [92, 1], [109, 1], [115, 25], [118, 1], [242, 2]]"
6521,estádio,"[[35, 1], [41, 1], [44, 1], [47, 5], [56, 1], [71, 1], [85, 1], [118, 1]]"
6522,fekir,"[[35, 1]]"
6523,ida,"[[35, 1], [38, 1], [42, 1], [47, 1], [72, 1], [106, 1], [205, 1], [209, 4], [240, 1], [249, 1]]"
6524,interativo,"[[35, 1], [72, 1]]"
6525,lyon,"[[35, 1], [41, 1], [53, 1]]"
6526,nou,"[[35, 1], [45, 1], [49, 1], [53, 1], [57, 4], [67, 1]]"
6527,oitavas,"[[35, 1], [38, 1], [41, 1], [48, 1], [53, 1], [54, 1], [72, 1]]"
6528,página,"[[35, 1], [63, 2], [72, 1], [218, 1], [229, 1]]"
6529,abolida,"[[36, 1]]"
6530,admite,"[[36, 2], [65, 1], [86, 1], [124, 1], [125, 1], [172, 2], [249, 2]]"
6531,admitem,"[[36, 1], [99, 1]]"
6532,ambíguas,"[[36, 1]]"
6533,ampliado,"[[36, 1]]"
6534,anual,"[[36, 1], [60, 1], [84, 1], [127, 1], [131, 1], [136, 1], [138, 1], [144, 2], [210, 1], [217, 1]]"
6535,aplicada,"[[36, 1], [37, 1], [117, 1], [144, 1]]"
6536,aposentado,"[[36, 1], [140, 1], [164, 1], [223, 2]]"
6537,apresentados,"[[36, 1], [47, 1], [123, 1], [211, 2], [222, 2], [240, 1]]"
6538,apresentavam,"[[36, 1]]"
6539,aspiram,"[[36, 1], [69, 1], [105, 1], [110, 1]]"
6540,ativistas,"[[36, 1], [105, 1], [152, 1], [166, 1], [185, 2], [216, 1], [224, 3], [230, 5], [238, 1]]"
6541,beneficiários,"[[36, 2], [237, 1]]"
6542,benefícios,"[[36, 1], [37, 2], [73, 1], [153, 1], [155, 1]]"
6543,burocracia,"[[36, 2]]"
6544,básicas,"[[36, 2], [69, 1], [217, 2], [221, 1]]"
6545,caiu,"[[36, 1], [38, 1], [56, 1], [79, 1], [96, 1], [107, 1], [108, 1], [115, 1], [127, 1], [130, 1], [143, 1], [172, 1], [175, 1], [185, 1], [195, 3], [205, 1], [206, 1], [218, 1], [223, 1], [225, 1], [246, 1]]"
6546,cara,"[[36, 1], [38, 1], [53, 1], [68, 1], [69, 2], [86, 1], [87, 3], [116, 2], [135, 1], [151, 1], [158, 1], [170, 1], [195, 1], [196, 1], [216, 1], [230, 2]]"
6547,cheque,"[[36, 1], [124, 1], [151, 1], [207, 2], [216, 1]]"
6548,científicos,"[[36, 1], [89, 1], [153, 1]]"
6549,complemento,"[[36, 1], [107, 1], [203, 2], [221, 1]]"
6550,complicadíssima,"[[36, 1]]"
6551,concreto,"[[36, 1], [86, 1], [222, 1], [223, 1]]"
6552,confrontada,"[[36, 1]]"
6553,confrontadas,"[[36, 1]]"
6554,conhecedores,"[[36, 1]]"
6555,conhecidas,"[[36, 1], [99, 1], [125, 1], [147, 1], [151, 1], [165, 1]]"
6556,conservadores,"[[36, 1], [60, 1], [69, 1], [82, 4], [84, 1], [90, 2], [107, 3], [146, 1]]"
6557,continuaram,"[[36, 1], [194, 1], [197, 1], [244, 1]]"
6558,contrapartida,"[[36, 1], [140, 1], [248, 1]]"
6559,coordenadores,"[[36, 1]]"
6560,criativo,"[[36, 2], [151, 1]]"
6561,câmbio,"[[36, 1], [142, 1]]"
6562,defendem,"[[36, 1], [69, 1], [95, 2], [185, 1], [214, 1], [229, 1]]"
6563,deficiências,"[[36, 1], [217, 1]]"
6564,democratas,"[[36, 1], [66, 2], [81, 1], [103, 1], [132, 1], [166, 1], [168, 4]]"
6565,desempregados,"[[36, 3], [94, 2], [99, 1], [123, 1], [127, 1], [140, 1], [215, 1], [218, 1]]"
6566,desemprego,"[[36, 2], [65, 1], [84, 1], [86, 1], [96, 1], [108, 1], [123, 2], [127, 1], [129, 1], [138, 1], [148, 1], [232, 3]]"
6567,difundida,"[[36, 1], [120, 1]]"
6568,dignas,"[[36, 1]]"
6569,direcionada,"[[36, 1]]"
6570,disperso,"[[36, 1]]"
6571,duvidosas,"[[36, 1]]"
6572,empregabilidade,"[[36, 1]]"
6573,empregos,"[[36, 1], [123, 1], [135, 1], [136, 2], [140, 1], [155, 1], [232, 1]]"
6574,escolhidos,"[[36, 2], [60, 1]]"
6575,esconde,"[[36, 1], [161, 1], [195, 2]]"
6576,esforçou,"[[36, 1], [175, 1]]"
6577,estatal,"[[36, 1], [126, 1], [139, 1], [142, 3], [162, 1], [165, 1], [219, 1], [220, 2]]"
6578,evidentes,"[[36, 1], [125, 1], [205, 1]]"
6579,evitaria,"[[36, 1]]"
6580,excetuando,"[[36, 1]]"
6581,exigir,"[[36, 1], [80, 1], [100, 1], [114, 1], [122, 1], [153, 2], [157, 1], [165, 1], [185, 1], [198, 1], [242, 1]]"
6582,experimento,"[[36, 3], [129, 1], [130, 1], [167, 1]]"
6583,experimentos,"[[36, 1], [152, 1]]"
6584,fedea,"[[36, 1]]"
6585,felizardos,"[[36, 1]]"
6586,ficaria,"[[36, 1], [60, 1], [63, 1], [110, 1], [140, 1]]"
6587,finlandês,"[[36, 2]]"
6588,finlândia,"[[36, 4], [123, 1]]"
6589,focarão,"[[36, 1]]"
6590,formulários,"[[36, 1]]"
6591,física,"[[36, 1], [55, 1], [63, 1], [108, 1], [115, 2], [161, 2], [162, 1], [164, 1], [165, 1], [182, 1], [239, 1]]"
6592,ganhasse,"[[36, 1]]"
6593,ganhavam,"[[36, 1], [142, 1]]"
6594,ganhos,"[[36, 2], [138, 1], [173, 1]]"
6595,generalizada,"[[36, 2], [99, 1], [150, 1], [230, 1]]"
6596,guy,"[[36, 2]]"
6597,hesitou,"[[36, 1], [184, 1]]"
6598,holanda,"[[36, 1], [71, 1], [123, 1], [210, 1]]"
6599,ilimitado,"[[36, 1]]"
6600,impulsionar,"[[36, 1], [90, 1], [111, 1], [138, 1], [203, 1]]"
6601,incentivar,"[[36, 1], [210, 1], [216, 1], [218, 1], [223, 2]]"
6602,informatização,"[[36, 1]]"
6603,insista,"[[36, 1], [173, 1]]"
6604,insistiam,"[[36, 1]]"
6605,instante,"[[36, 1], [193, 1], [244, 1]]"
6606,introduzir,"[[36, 1], [117, 1]]"
6607,kangas,"[[36, 4]]"
6608,liderou,"[[36, 1], [168, 1]]"
6609,loteria,"[[36, 1], [115, 4]]"
6610,melhoras,"[[36, 1], [96, 1]]"
6611,miguel,"[[36, 1], [65, 3], [92, 1], [97, 1], [99, 2], [114, 1], [177, 1], [200, 1], [207, 2]]"
6612,mostram,"[[36, 2], [61, 2], [84, 1], [99, 1], [104, 1], [108, 2], [138, 1], [147, 1], [148, 2], [166, 1], [203, 1], [211, 2], [234, 1], [236, 2], [249, 1]]"
6613,mujara,"[[36, 4]]"
6614,mínima,"[[36, 1], [37, 3], [76, 1], [140, 1], [142, 1], [166, 1], [220, 1], [248, 1]]"
6615,obteria,"[[36, 1], [107, 1]]"
6616,ocorrerá,"[[36, 1], [91, 1], [100, 1]]"
6617,ocupar,"[[36, 1], [110, 1], [168, 1], [235, 1], [248, 1]]"
6618,oferecendo,"[[36, 1], [124, 1], [125, 1], [165, 1], [232, 1], [239, 1]]"
6619,oferecida,"[[36, 1], [210, 1]]"
6620,olli,"[[36, 1]]"
6621,orpo,"[[36, 1]]"
6622,parecer,"[[36, 1], [63, 1], [89, 1], [137, 1], [197, 1], [206, 1], [210, 1], [223, 1], [231, 1], [242, 1]]"
